gene,logFC_CON_vs_CON,logFC_CSRES_vs_CON,logFC_CSSUS_vs_CON,logFC_CURES_vs_CON,logFC_CUSUS_vs_CON
Cebpb,0.0,-0.15483008,-0.18094572,0.22327766,-0.053525347
A530013C23Rik,0.0,-0.022000523,-0.016526872,0.035473004,-0.006285783
Ptpn1,0.0,-0.30314526,0.06729398,-0.0967873,-0.09509353
Pard6b,0.0,-0.10951177,-0.16179827,-0.2260316,-0.20432636
Adnp,0.0,0.021278895,0.09704797,0.11668872,0.05535403
Dpm1,0.0,-0.24907157,-0.2756379,-0.34480128,-0.13492362
Mocs3,0.0,0.043911234,-0.057000965,-0.04007189,-0.1446549
Kcng1,0.0,0.116872445,0.049599707,-0.032929882,0.01809252
Nfatc2,0.0,-0.33317405,0.095212005,-0.22214851,-0.08421127
Atp9a,0.0,0.04528361,0.13186784,0.22563563,-0.18970995
Zfp64,0.0,-0.29834396,-0.08520073,-0.016540028,-0.3074015
Gm9873,0.0,-0.08913561,0.039167024,0.03751561,-0.14298333
Tshz2,0.0,0.05995416,0.09827449,0.004470827,-0.34882253
Zfp217,0.0,-0.06841032,0.05830627,0.1012554,-0.122559294
Bcas1,0.0,-0.065099314,-0.11887817,0.017321706,0.091757104
Bcas1os2,0.0,-0.004592672,0.25901702,0.3278971,0.106135406
Pfdn4,0.0,0.10696237,0.06039761,0.18509385,0.22216895
Dok5,0.0,0.05842033,0.34855223,0.307837,0.19851056
Cbln4,0.0,-0.30428427,-0.17464681,0.00044236332,0.19448043
Fam210b,0.0,0.23925307,0.027845517,0.12724745,0.22476736
Aurka,0.0,0.049216613,-0.069778115,-0.004424302,-0.017670956
Cstf1,0.0,0.2977289,0.07583697,0.13810334,0.30801493
Cass4,0.0,-0.07318671,-0.0065356204,-0.041882224,-0.04339844
Gm14455,0.0,-0.33220652,-0.1869888,-0.06797536,-0.0669381
Rtf2,0.0,0.18695992,0.011441663,0.0823521,0.1065498
Gcnt7,0.0,-0.46180922,-0.18810561,-0.17969239,-0.1347631
Bmp7,0.0,-0.11296709,-0.17752483,0.1587173,-0.045209616
Rae1,0.0,0.26079577,0.22159126,0.29212958,0.14610705
Rbm38,0.0,0.31018776,0.084833786,0.6851785,0.06461854
Pmepa1,0.0,-0.21226305,-0.29106024,-0.30025294,-0.12149113
Rab22a,0.0,0.10655008,-0.09278565,0.0024940819,0.031759456
Vapb,0.0,0.13150932,0.06704761,-0.04545583,-0.12710923
Stx16,0.0,-0.047497503,-0.114952944,-0.08478831,-0.12227396
Npepl1,0.0,-0.12177685,0.2750492,0.33704805,-0.15318635
Gnasas1,0.0,-0.17352663,0.05673021,0.032809667,0.09636868
Gnas,0.0,0.0014026612,0.010523297,-0.0444877,0.17982136
Gm20721,0.0,-0.025297092,-0.016319955,-0.097511806,-0.12511541
Nelfcd,0.0,-0.17765054,0.049111858,-0.4005497,-0.16274378
Ctsz,0.0,-0.11520527,0.24979857,0.07116217,0.26246363
Atp5e,0.0,0.027136387,0.09489725,-0.4255832,0.038707633
Prelid3b,0.0,0.25588855,-0.010634057,-0.22166058,-0.05130078
Zfp831,0.0,-0.25750116,-0.16461791,-0.19814175,-0.22515097
Gm14444,0.0,-0.07252769,0.039162405,0.0947341,-0.023450727
Gm14393,0.0,0.09831878,-0.11570661,0.026124202,0.04255376
Gm14399,0.0,0.15067066,0.2523594,0.09654609,0.06302329
Gm14443,0.0,0.26876268,0.2145972,0.34672868,0.20142555
Gm14391,0.0,0.34250963,0.17037395,0.085440084,0.0005674958
Gm4631,0.0,-0.085391894,0.18301785,-0.13015667,-0.35406762
Zfp968,0.0,0.04458468,-0.07433295,-0.00227242,-0.14083476
Zfp965,0.0,-0.18886611,-0.0025669187,-0.21405509,-0.057055198
Gm6710,0.0,-0.040754553,0.056962393,-0.2227506,-0.06287711
Zfp966,0.0,0.16470402,-0.079142146,0.14139555,0.058877796
Zfp973,0.0,0.0054557994,-0.1758669,0.29625347,6.415695e-05
Gm14305,0.0,0.095411316,0.09570989,0.07471108,0.37934956
Gm14295,0.0,-0.26897597,-0.3309859,-0.24581379,-0.17532146
Gm14296,0.0,0.051773086,-0.019580808,-0.061200473,-0.0155746825
Gm14419,0.0,-0.06595511,0.20478937,0.018436935,-0.024123646
Gm14401,0.0,-0.08277863,-0.10755305,-0.0662743,-0.122803845
Gm14410,0.0,-0.06858072,-0.050630312,0.12495342,-0.04030345
Gm14412,0.0,0.20142585,-0.117285155,0.23690292,0.12978347
Gm14418,0.0,-0.17620206,-0.09086254,-0.11268353,-0.20723271
Zfp970,0.0,0.20473814,-0.14789951,0.19939697,-0.17920858
Gm14403,0.0,0.123905465,-0.03218669,-0.06438784,0.05776382
Gm14406,0.0,-0.057595134,-0.023551702,0.030859435,-0.026129672
Gm14322,0.0,-0.066910975,-0.08146308,0.30627137,-0.030903146
Gm14325,0.0,0.30195555,0.10306199,0.031579643,0.19015405
Gm14327,0.0,0.14067797,0.23091024,0.14934744,0.11620803
Zfp972,0.0,-0.3106875,-0.28091353,-0.17267673,-0.24155107
Gm14326,0.0,-0.0409391,-0.0025626197,0.14669777,-0.08219821
Zfp971,0.0,0.12537187,0.34953007,0.19849811,0.21732622
Zfp931,0.0,0.058185965,-0.05011011,-0.19041121,0.03081428
Phactr3,0.0,-0.048508577,-0.04643654,0.019104388,0.0042524785
Sycp2,0.0,0.17395207,-0.020256132,0.025614284,-0.041739658
Ppp1r3d,0.0,-0.18120846,0.18746711,-0.033385452,-0.24753682
Fam217b,0.0,0.23463005,0.21887806,-0.020413637,0.24435943
Cdh4,0.0,0.22713646,0.23087154,0.22132419,0.020250335
Taf4,0.0,0.060729615,0.26818597,0.05143718,-0.11660798
4921531C22Rik,0.0,-0.22906023,-0.024065904,-0.06914616,-0.07359445
Lsm14b,0.0,0.00930183,0.11850165,0.012713898,-0.07800422
Psma7,0.0,0.38310057,0.07933813,-0.21408786,-0.010014802
Ss18l1,0.0,0.34009364,0.33285865,0.37283376,0.20659764
Mtg2,0.0,-0.28333595,0.020561228,-0.12566003,-0.030311542
Hrh3,0.0,0.19099078,0.15076643,0.0567296,-0.04497093
Osbpl2,0.0,0.051600873,0.09195828,0.10279668,-0.027399577
Adrm1,0.0,0.22897813,0.2926954,0.17063652,0.13704525
Lama5,0.0,-0.0050877333,0.15837409,0.2021351,0.12230756
Rps21,0.0,0.23801653,0.11415703,-0.23616497,0.18282643
Cables2,0.0,0.23232089,0.30941975,0.18795878,0.10644597
B230312C02Rik,0.0,0.044585332,-0.2486044,-0.310753,-0.3735652
Slco4a1,0.0,-0.10500753,-0.061736338,-0.01724246,-0.15178503
Ntsr1,0.0,0.07103762,0.12933087,0.17440298,0.06948421
Mrgbp,0.0,0.25667048,0.37637806,0.5493351,0.2009837
Ogfr,0.0,0.18557347,0.31888258,0.08696862,0.06325815
Col9a3,0.0,0.17833307,0.30849162,0.52334416,-0.010935992
Dido1,0.0,0.07974809,0.13405155,0.16032222,0.026859775
Gid8,0.0,0.35285202,0.21612938,0.035013035,0.15294997
Slc17a9,0.0,-0.009040411,-0.023535404,-0.020079678,-0.044297166
Gm14342,0.0,-0.03889589,0.068733975,-0.093744725,0.032141346
Gm27032,0.0,0.29658794,0.7442578,0.77235484,-0.0032505095
Ythdf1,0.0,-0.036078475,-0.0004695952,0.13068105,0.039860707
Nkain4,0.0,-0.24847206,-0.010345683,-0.011217457,-0.039987132
Gm14341,0.0,0.04778868,-0.065744765,-0.007484792,0.010012884
Arfgap1,0.0,-0.3240427,0.058762223,0.14732242,0.12974142
9230112E08Rik,0.0,-0.024276543,-0.1119231,-0.015941812,-0.23022301
Col20a1,0.0,-0.14998436,-0.010610409,-0.13147898,-0.21308513
Chrna4,0.0,0.2852679,0.35210842,0.33262378,-0.039310962
Kcnq2,0.0,-0.012653664,0.10995792,0.25333685,-0.05683002
Eef1a2,0.0,0.20044094,0.08218694,0.15549725,0.3038766
Ppdpf,0.0,0.13273129,0.22112527,-0.009702906,0.051272467
Gmeb2,0.0,0.12989506,0.22751382,0.23720773,0.19579697
Stmn3,0.0,0.009384796,0.24283677,0.16742179,0.12593971
Rtel1,0.0,-0.15238637,-0.05634537,0.22429693,-0.3320868
Arfrp1,0.0,0.18929777,0.10288992,-0.008915782,-0.14926338
Zgpat,0.0,-0.057859357,-0.19092473,0.012298048,-0.12628558
Zbtb46,0.0,0.060581535,0.1279608,0.11622767,-0.081638366
Tpd52l2,0.0,0.05776646,0.07196606,-0.04771191,-0.060590267
Dnajc5,0.0,0.2546116,0.23756905,0.18047509,0.18885714
Uckl1,0.0,0.7420436,0.43178123,0.18457052,-0.07960832
Zfp512b,0.0,0.24648803,0.3864317,0.21573244,0.24166696
Prpf6,0.0,0.0005792193,-0.044860393,0.035340372,-0.04209309
Samd10,0.0,0.09233639,-0.15664724,0.03316025,0.013994324
Tcea2,0.0,0.19019358,0.22329274,0.28709048,0.121944815
Rgs19,0.0,0.05649742,0.064832315,0.11591512,0.1002337
Oprl1,0.0,0.034083396,0.20395769,0.2532778,0.2717274
Myt1,0.0,0.08441388,0.21362127,0.1814331,-0.07133355
Pcmtd2,0.0,0.032776035,-0.1380783,-0.14317206,-0.13916533
Polr3k,0.0,0.20771003,0.008094661,0.016729422,0.14821912
2700069I18Rik,0.0,-0.17861342,-0.2418415,-0.1095089,-0.14330277
Zfhx4,0.0,-0.035438813,-0.008102901,-0.019576542,-0.024858594
Pex2,0.0,-0.054941513,0.11352101,0.07664037,0.04238793
Gm8797,0.0,0.0031321235,-0.049884275,-0.046287075,0.027271848
Pkia,0.0,0.11819331,0.12919825,0.14552715,0.060015142
Zc2hc1a,0.0,-0.16719042,0.03216523,0.024311729,-0.09392722
Stmn2,0.0,0.16077472,0.12734999,-0.21047333,0.10775642
Hey1,0.0,0.08759511,-0.15052775,0.20916808,0.0046534315
Mrps28,0.0,0.1579934,0.15010984,0.16881749,0.17709877
Tpd52,0.0,0.068058334,-0.020422505,-0.048260853,-0.1501114
Zbtb10,0.0,-0.09235865,0.22130826,0.27386367,0.19921121
C030034L19Rik,0.0,0.09673216,0.060958713,0.01302943,0.020297486
Zfp704,0.0,0.16065976,0.2170848,0.090187736,0.07143471
Pag1,0.0,0.07558412,0.21263713,0.18771376,-0.015947387
Gm16337,0.0,0.018190479,0.36257318,-0.14084157,-0.32813725
Fabp5,0.0,0.40611553,0.39093158,0.1589868,0.22108369
Gm9833,0.0,0.06798148,-0.008590292,-0.021959245,0.068154566
Impa1,0.0,0.11358152,0.044325862,-0.0073799193,0.03531664
Zfand1,0.0,0.105063975,0.18015498,0.19565922,0.09686728
Chmp4c,0.0,0.3381917,0.0002065897,0.2174142,-0.071077794
Snx16,0.0,0.25286442,0.30175292,0.16229168,0.23321123
Gm2464,0.0,-0.0765515,-0.22234084,-0.03733203,-0.018125039
Ralyl,0.0,0.085299216,0.011506468,0.20932196,0.043879963
Lrrcc1,0.0,0.24017861,0.008850798,0.14365342,0.06849171
E2f5,0.0,-0.0075267404,0.15143663,-0.1189817,0.14193383
Rbis,0.0,-0.023126088,-0.019017152,0.027294002,0.20174968
Car2,0.0,0.2252841,0.07882166,0.01268968,0.3042534
Ythdf3,0.0,0.10279327,0.08283658,-0.062317476,-0.0027455688
Gm30340,0.0,0.07765413,-0.05166161,0.14693612,0.037725016
Mir124-2hg,0.0,0.26677638,0.31757355,0.49909517,0.35141167
Cyp7b1,0.0,-0.026546925,0.1278003,-0.013757288,0.011241093
Armc1,0.0,0.09820996,0.0033317283,0.053482447,6.296486e-05
Mtfr1,0.0,-0.08344407,0.023995787,0.10088815,7.86148e-05
Pde7a,0.0,0.077919126,0.07524538,0.14306204,-0.050536707
Gm16093,0.0,0.2379699,0.17305148,0.03967341,-0.16348168
Dnajc5b,0.0,-0.0059409896,0.0047648177,-0.03250985,0.00061800843
1700064H15Rik,0.0,-0.0021035783,-0.09031816,-0.024170194,0.11372783
Crh,0.0,-0.03325183,0.010509738,-0.09234959,-0.031802606
Cp,0.0,-0.040959172,-0.2715978,-0.1929611,-0.17345142
Hps3,0.0,0.050185777,-0.098179474,-0.19656189,-0.14050111
Hltf,0.0,0.43623275,0.114658505,0.015873387,-0.0536979
Gyg,0.0,-0.22014871,0.14930113,0.009538285,0.20772938
Gm43674,0.0,-0.01831173,-0.019853428,-0.016344223,-0.027280325
Gm43672,0.0,0.14492215,0.007093832,0.37266606,0.03634823
Tbl1xr1,0.0,-0.0011582226,0.15131903,0.057145547,-0.044387832
Naaladl2,0.0,0.047487464,-0.094334565,0.004022181,0.11114052
Nlgn1,0.0,-0.06535362,-0.10075916,-0.014357265,-0.011051521
Gm37573,0.0,0.037663646,-0.1340251,-0.082885936,-0.023820832
A830092H15Rik,0.0,0.039653346,-0.13894893,-0.07324363,-0.030409716
Spata16,0.0,0.0806749,0.025979131,-0.054362636,0.035418905
Ect2,0.0,-0.024102202,-0.021659004,0.00016921945,0.042456154
Nceh1,0.0,0.19182065,0.18595593,0.18445754,0.009348065
Fndc3b,0.0,-0.052398656,0.042241156,0.13277373,-0.16538619
Pld1,0.0,-0.080824725,-0.09056312,-0.18496558,-0.034592457
Tnik,0.0,-0.16285637,-0.06063015,-0.13208835,-0.082251295
Slc2a2,0.0,0.1012855,0.056414913,-0.025436528,-0.06921307
1700112D23Rik,0.0,-0.28458488,-0.18962352,-0.21089359,-0.33741757
Eif5a2,0.0,0.3938129,0.19362928,-0.12357916,0.1290136
Gm32950,0.0,-0.3299446,-0.20021448,-0.34609187,-0.12292656
Rpl22l1,0.0,-0.04182375,0.003784364,-0.3611122,0.13458174
Egfem1,0.0,0.07721925,0.17487921,0.2171215,-0.1476946
Mecom,0.0,-0.18005258,0.028973706,0.20287716,0.112048626
Actrt3,0.0,-0.022659369,-0.06187093,0.018029556,-0.050869606
Mynn,0.0,-0.3079544,-0.15247415,-0.15037882,-0.12498629
Sec62,0.0,0.11655671,0.09596601,0.06020441,0.12883537
Gpr160,0.0,0.099558555,0.027186692,0.05736113,0.03537483
Phc3,0.0,-0.03651093,0.023371141,0.050214767,-0.067552686
Prkci,0.0,0.121458486,-0.015410751,0.011861028,-0.20650935
Skil,0.0,-0.10646105,0.059157457,-0.21583135,-0.21594219
Cldn11,0.0,0.2457301,0.32483053,-0.10367827,0.09951941
Slc7a14,0.0,0.2306996,0.11763637,0.26727286,0.006606236
Gm15496,0.0,-0.049484394,-0.07901713,-0.07951845,-0.0418912
Kcnmb2,0.0,0.37208343,0.16234015,0.23873931,-0.03320545
Zmat3,0.0,0.13347612,0.06327051,0.14109878,-0.08352066
Pik3ca,0.0,-0.0022904202,0.08346783,0.063023366,-0.16632593
Zfp639,0.0,0.31709313,0.17389128,0.23766151,0.12470982
Mfn1,0.0,0.11401921,0.042871147,0.04266315,-0.06710562
Gnb4,0.0,0.2946421,0.16232349,-0.10221388,-0.021283887
Gm37640,0.0,-0.077684775,-0.08044347,-0.06460136,0.030654397
Actl6a,0.0,-0.21943234,0.07337196,0.033954136,0.13701493
Mrpl47,0.0,0.016191278,-0.10493657,-0.06681275,-0.121173166
Ndufb5,0.0,0.08500348,0.17256038,-0.020857096,0.020285033
Usp13,0.0,-0.15205595,-0.06393744,-0.27300927,-0.1707083
Gm37459,0.0,0.25053266,-0.016759634,-0.039212413,-0.019221008
Pex5l,0.0,0.4982369,0.19863054,0.12564346,-0.0851804
4930419G24Rik,0.0,0.12560621,-0.19079892,-0.19188967,-0.062370524
Gm43666,0.0,-0.07981314,-0.08988352,0.13209319,0.13298492
Ttc14,0.0,-0.025672957,0.10745661,0.060396783,0.12793705
Ccdc39,0.0,0.18950674,-0.054604575,0.13126893,-0.07295668
Gm43140,0.0,0.19817421,0.051758513,-0.099260636,0.037586004
Fxr1,0.0,-0.057587247,-0.09985484,-0.16098087,-0.032533042
Dnajc19,0.0,-0.042581487,0.07634151,-0.16685845,-0.039063442
Sox2ot,0.0,0.07506713,0.29385594,0.24862608,0.18673949
Gm38505,0.0,0.013024341,-0.04951656,0.065459505,0.10931542
Gm20515,0.0,0.5302274,-0.053577036,0.4441373,-0.11054918
Sox2,0.0,-0.14354342,0.16744752,0.25076085,0.2880927
Atp11b,0.0,0.29720125,0.2056893,0.3125041,0.010881484
Dcun1d1,0.0,-0.11634808,0.017494526,-0.059434775,-0.12567335
Gm15952,0.0,-0.1500593,-0.26225072,-0.21896924,-0.15642695
Mccc1,0.0,-0.17016856,0.15796448,0.1418607,0.040174153
Mccc1os,0.0,-0.32262716,-0.23374946,-0.07300411,-0.2921831
Acad9,0.0,-0.039930128,-0.01921631,0.11074406,-0.27943745
Zfp267,0.0,0.0742938,0.03815821,0.24283937,-0.14625587
Qrfpr,0.0,-0.17458715,-0.0084131025,0.072992325,0.059820402
Anxa5,0.0,0.006611135,-0.009099986,-0.091944724,0.0330865
Exosc9,0.0,0.1808209,0.09945836,0.247353,0.11981189
Ccna2,0.0,0.067363575,0.048865855,0.13971561,0.17533451
Bbs7,0.0,0.03179716,-0.01942008,0.117541075,-0.09575261
Trpc3,0.0,0.30556953,0.31831965,0.36371177,0.22756103
4932438A13Rik,0.0,0.2636662,0.15233058,0.19711879,-0.0123092085
Cetn4,0.0,0.004133623,-0.1178498,-0.4427469,0.046995744
Bbs12,0.0,-0.012026969,-0.032460224,0.06373972,0.023303699
Fgf2os,0.0,0.042822503,-0.010489028,0.08081184,0.0156208
Fgf2,0.0,-0.12966596,-0.48314083,-0.2991301,-0.267752
Nudt6,0.0,0.17209102,-0.012278825,0.29930812,-0.0044178665
Spata5,0.0,0.108236276,0.13283056,-0.05995457,0.06669158
Spry1,0.0,0.14670624,-0.13619678,-0.017585885,0.036138214
Gm5148,0.0,-0.110260814,-0.100866735,-0.07713109,-0.14825028
Ankrd50,0.0,0.16295408,-0.17796044,-0.14933899,-0.028761283
C230034O21Rik,0.0,0.13740428,0.1010833,0.16829707,0.12612326
Fat4,0.0,0.46763277,0.54373765,0.45258337,0.1338193
Intu,0.0,-0.19840519,0.021372292,0.049761124,-0.08031583
Hspa4l,0.0,0.2101149,0.100563645,-0.044204608,-0.0023254752
Plk4,0.0,-0.18885103,-0.23385663,-0.17353304,-0.17874187
Mfsd8,0.0,-0.20596886,-0.23929554,-0.22069207,-0.06766612
Abhd18,0.0,0.056132555,0.030007973,0.10845228,0.007159166
6430590A07Rik,0.0,-0.046993718,-0.10914766,-0.118793555,-0.15106358
Larp1b,0.0,0.18619412,0.2493145,0.3116628,0.09988372
Pgrmc2,0.0,0.33214688,0.18926403,0.0338251,-0.053856596
Jade1,0.0,-0.01360473,0.02738259,0.17621723,0.1053724
Sclt1,0.0,0.012883306,-0.06678686,0.033984482,-0.03758224
D3Ertd751e,0.0,-0.08038205,-0.06664316,-0.05009509,-0.034719788
2610316D01Rik,0.0,0.10624844,0.022556156,0.15279967,0.08197777
Pcdh10,0.0,0.101133525,0.10404222,0.13984723,0.013141692
1700027H10Rik,0.0,0.30333057,0.119611025,-0.19115627,-0.14923848
Pabpc4l,0.0,-0.06853785,0.027309563,0.13228016,0.16976741
Pcdh18,0.0,0.07284348,-0.22143564,0.19799346,-0.060910583
Slc7a11,0.0,-0.16392541,0.066478975,-0.010470346,0.13174418
Gm6209,0.0,-0.083523236,-0.055649757,-0.07665714,-0.124225505
Noct,0.0,-0.49138647,-0.3346097,-0.5608111,-0.47267997
Elf2,0.0,-0.025002167,0.08627774,0.30250293,0.011101954
Ndufc1,0.0,0.21953836,0.15857604,-0.20467313,0.11976334
Naa15,0.0,-0.088519186,-0.0018560961,-0.039125387,-0.11739969
Rab33b,0.0,0.29785323,0.19288127,0.16787012,0.05260153
Setd7,0.0,0.094825245,0.19278249,0.2767834,0.076534
5031434O11Rik,0.0,0.020402461,-0.108029366,0.13718577,-0.21187969
Maml3,0.0,-0.1372461,0.18526946,0.3352176,-0.18449832
Gm37229,0.0,0.006264452,0.0047070887,-0.032728937,-0.06482851
Gm37170,0.0,-0.05472566,-0.059215613,-0.042787116,-0.063187905
Foxo1,0.0,-0.4139643,-0.007972352,-0.26811758,-0.10437541
Gm30173,0.0,-0.11353461,-0.008380026,-0.034869663,0.09336888
Gm2447,0.0,-0.06830238,-0.01727505,0.027579552,0.006679295
Cog6,0.0,0.23726726,0.17305191,0.2961067,-0.048189685
Lhfp,0.0,-0.60644794,-0.45620897,-0.567108,-0.30283046
Nhlrc3,0.0,0.2582055,0.07026917,0.13826248,-0.055845022
Gm16206,0.0,-0.012697857,-0.07411608,0.052352816,0.026391657
Proser1,0.0,0.06003552,0.1646759,0.20417067,-0.08091354
Frem2,0.0,-0.23039281,-0.08497732,-0.023123913,-0.37293774
Ufm1,0.0,0.07027015,-0.102356546,0.09315469,0.048580218
Trpc4,0.0,-0.0289229,0.080984354,0.120042436,0.041493565
Postn,0.0,-0.01241618,0.042186916,0.029482786,0.020959008
Supt20,0.0,-0.03253776,-0.07077606,-0.054423302,-0.07109176
Exosc8,0.0,-0.15145376,0.040362682,0.1784989,0.0055680983
Alg5,0.0,-0.117182136,-0.18481636,-0.15647502,-0.012277419
Smad9,0.0,0.071215235,-0.021251619,0.2669258,0.04566372
Rfxap,0.0,0.1440195,-0.024455585,0.08549403,0.05988339
Sertm1,0.0,0.092442624,0.06732064,0.0026271865,0.10975924
Spg20,0.0,0.5012059,0.18754093,0.2546419,0.2785519
Ccdc169,0.0,0.06596596,-0.010236423,-0.008752707,0.06650926
Dclk1,0.0,0.028377034,-0.07757784,0.062930524,0.06944963
Gm42609,0.0,-0.0072872983,-0.07587759,-0.059548676,0.016455526
Gm21954,0.0,0.26260087,0.026392002,0.08776497,-0.18688661
Nbea,0.0,0.08291429,0.037348732,0.12629628,-0.071881086
Gm43376,0.0,0.014460433,-0.25665396,-0.15742938,-0.12941715
Tm4sf1,0.0,0.21671979,-0.043452114,0.4109962,0.35941046
Wwtr1,0.0,-0.32797703,0.113325596,-0.13133897,-0.07240698
Gm26671,0.0,-0.13237268,0.0633764,0.10513569,-0.055659257
Commd2,0.0,0.17708795,-0.27163038,-0.04053066,-0.015448949
Ankub1,0.0,-0.120673016,-0.189477,-0.24252038,-0.26926854
Rnf13,0.0,0.045897245,0.108442515,-0.017938934,0.035253286
Pfn2,0.0,0.37162536,0.12081191,0.049333483,0.20290646
Tsc22d2,0.0,0.1408807,-0.0022340566,0.07829216,0.028482601
Serp1,0.0,0.3463505,-0.0034245253,0.22191572,0.15403783
Eif2a,0.0,0.046400428,0.12302805,0.080274105,-0.012251362
Selenot,0.0,0.11643262,0.018178731,-0.112699755,0.066378385
Erich6,0.0,0.20217305,0.05846066,0.26220286,0.018257394
Siah2,0.0,0.3284419,0.15827973,0.24127285,0.23727411
4930593A02Rik,0.0,0.23708522,0.034860007,0.028240304,-0.059794687
Mindy4b-ps,0.0,0.0029796585,0.1393733,0.029332276,0.12099864
Clrn1,0.0,-0.04416389,-0.025187463,-0.032335043,0.012963599
Gm43570,0.0,-0.045838073,0.052150235,-0.07820937,0.031714473
Med12l,0.0,0.09008343,0.15382212,0.18547612,-0.097335815
Gpr171,0.0,0.040653124,0.16075821,-0.04670723,-0.21969295
P2ry14,0.0,-0.2119143,-0.08542088,-0.45188397,-0.28608578
P2ry13,0.0,0.008913427,-0.049215425,-0.020040244,-0.048298337
P2ry12,0.0,0.28106153,0.00043423474,-0.028970376,-0.1138346
Igsf10,0.0,0.15715274,-0.15548608,0.10697061,-0.012134772
Gm38186,0.0,0.05412173,0.11064322,0.085001424,0.09448135
Mbnl1,0.0,0.078696884,0.17766795,-0.004977554,0.03365753
Rap2b,0.0,0.30479434,-0.035821125,0.12812474,0.36618024
Arhgef26,0.0,-0.08247909,0.17826387,0.02624324,0.08712262
Dhx36,0.0,-0.02504325,0.07153177,-0.13818398,0.02328698
Gpr149,0.0,-0.012823939,0.28267816,0.13859098,0.127112
Mme,0.0,0.20418626,-0.05933077,0.1903263,0.066969216
Plch1,0.0,0.15541215,0.2335315,0.031766176,0.062421694
E130311K13Rik,0.0,-0.11504564,0.11673854,0.13531193,-0.115355566
Slc33a1,0.0,-0.040952243,-0.21875243,-0.035162,-0.026623739
Gmps,0.0,0.11721498,0.032234117,0.029672451,-0.0024382547
Vmn2r1,0.0,0.036144834,-0.20633253,0.09193061,0.052570477
Vmn2r7,0.0,-0.018773476,-0.008280441,-0.034465805,0.03594289
Kcnab1,0.0,-0.1330909,-0.16759035,-0.026989382,-0.32281741
A330015K06Rik,0.0,-0.09478053,-0.19189118,-0.01480769,-0.266321
A730090N16Rik,0.0,-0.051451728,0.08588796,0.10941419,-0.03233026
Ssr3,0.0,0.3006004,0.03411173,0.0052795857,0.011841878
Tiparp,0.0,0.066973686,-0.019248545,-0.09721883,0.18752125
Lekr1,0.0,-0.020247497,-0.06964821,0.020668156,-0.043392815
Ccnl1,0.0,0.27737007,0.17230028,0.22669674,0.14541078
Gm37305,0.0,0.2273031,-0.017705485,0.032206386,-0.038955137
Rsrc1,0.0,0.020763941,0.0876375,-0.0026517436,-0.032318927
Mlf1,0.0,-0.04197957,-0.20632133,0.10124179,-0.025432155
Gfm1,0.0,0.07303208,0.22804038,-0.060073882,-0.022463754
Lxn,0.0,0.10291304,-0.105321184,0.17577033,0.2942133
Rarres1,0.0,-0.06358439,-0.038800277,-0.132611,0.027209325
Mfsd1,0.0,0.1264107,0.124352634,0.20023122,0.0034969598
Schip1,0.0,0.036395214,0.07184134,0.04557706,-0.27536708
Il12a,0.0,-0.06470133,-0.029312849,-0.04274759,-0.04773836
1110032F04Rik,0.0,0.012916625,-0.021639898,-0.024709947,0.11428944
Ift80,0.0,-0.043435752,0.25413677,0.043649103,-0.09485391
Smc4,0.0,-0.00425178,-0.059339866,-0.3135686,-0.029573767
Trim59,0.0,0.4858398,0.19668485,0.075389355,0.21313964
Kpna4,0.0,-0.15350807,9.88543e-05,0.038657885,-0.081707396
Ppm1l,0.0,0.21986589,0.28176865,0.26664886,0.032978013
B3galnt1,0.0,-0.108723655,0.032720402,-0.11506571,0.18932778
Nmd3,0.0,0.10401654,0.1452717,0.13962737,0.042868346
Sptssb,0.0,0.124315724,0.077863395,0.07140489,0.31817675
Slitrk3,0.0,0.3521734,0.17600232,0.22598144,0.08385587
Gm20754,0.0,0.09657838,0.093006186,0.1814246,-0.3699698
4930509J09Rik,0.0,-0.08058219,-0.28710154,-0.053247914,-0.39598382
Bche,0.0,-0.1194863,-0.017449375,-0.047641598,0.030714782
Zbbx,0.0,-0.05572631,0.054119974,0.074537374,0.069287576
Wdr49,0.0,-0.006707801,-0.007673163,-0.071625955,0.027573049
Pdcd10,0.0,0.089266926,0.07068451,-0.07598695,0.1333112
Serpini1,0.0,0.053573385,-0.039485052,0.056007802,0.26908582
Golim4,0.0,0.041195147,0.18084794,0.18394704,0.040561393
Fstl5,0.0,0.10046444,0.06122517,0.0769385,-0.13322029
Rapgef2,0.0,-0.11675523,0.026253667,0.023960479,-0.041615173
4921511C10Rik,0.0,-0.025279094,-0.032858066,-0.20466524,-0.03125863
Gm17359,0.0,-0.08176183,-0.052868824,-0.15472367,-0.05390437
Fnip2,0.0,-0.11237804,0.13419464,0.1356218,-0.042310752
Ppid,0.0,0.33218384,0.091703296,0.04239084,0.118519776
Etfdh,0.0,-0.18349372,-0.16207696,-0.1180531,-0.09790212
4930579G24Rik,0.0,-0.019801836,-0.032897647,0.027623795,0.10613896
Rxfp1,0.0,0.022895284,-0.098298416,0.10089038,0.09387073
Tmem144,0.0,0.25789297,0.18551518,0.5009305,0.40658563
Gask1b,0.0,-0.031391975,0.07530106,-0.033011243,0.01297619
A330069K06Rik,0.0,-0.0466905,-0.062712595,-0.056747004,-0.018100873
Gria2,0.0,0.34009877,0.038180217,0.04956217,0.02573964
Glrb,0.0,-0.005210139,-0.009865962,0.044976808,0.05746038
